>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YDR237W	4932.YPR043W
4932.YBL090W	4932.YNL306W
4932.YMR176W	4932.YNL031C
4932.YBR044C	4932.YFL039C
4932.YEL030W	4932.YOR353C
4932.YFR004W	4932.YPL090C
4932.YDR216W	4932.YNL090W
4932.YDR208W	4932.YER031C
4932.YBR028C	4932.YBR043C
4932.YDL075W	4932.YJR123W
4932.YDR237W	4932.YER056C-A
4932.YDL070W	4932.YGL163C
4932.YBL088C	4932.YOR156C
4932.YBR279W	4932.YLR430W
4932.YJL102W	4932.YMR242C
4932.YBR189W	4932.YOR261C
4932.YKL190W	4932.YLR433C
4932.YAR073W	4932.YNL108C
4932.YML127W	4932.YPR034W
4932.YGR231C	4932.YPL017C
4932.YHR082C	4932.YIL131C
4932.YDR304C	4932.YIL005W
4932.YBR044C	4932.YDR392W
4932.YCR051W	4932.YNL307C
4932.YDR500C	4932.YHR147C
4932.YHR129C	4932.YJR127C
4932.YJL056C	4932.YPR068C
4932.YFR028C	4932.YGL106W
4932.YDL192W	4932.YDR389W
4932.YGL216W	4932.YNL217W
4932.YIL084C	4932.YOL004W
4932.YBR146W	4932.YNL178W
4932.YDL079C	4932.YPL237W
4932.YDR477W	4932.YPL026C
4932.YAL040C	4932.YOL041C
4932.YIL137C	4932.YLL055W
4932.YEL050C	4932.YPL183W-A
4932.YER117W	4932.YIL069C
4932.YGL242C	4932.YPL230W
4932.YDR293C	4932.YKR028W
4932.YOR113W	4932.YPL110C
4932.YDL229W	4932.YPL026C
4932.YOL069W	4932.YPL155C
4932.YDR040C	4932.YLL050C
4932.YAL040C	4932.YFL029C
4932.YOL101C	4932.YOR101W
4932.YAL021C	4932.YIL112W
4932.YNL030W	4932.YPL208W
4932.YFL039C	4932.YPR013C
4932.YLR197W	4932.YLR467W
4932.YDR382W	4932.YHR148W
4932.YLL066C	4932.YLR369W
4932.YLR234W	4932.YML032C
4932.YBR212W	4932.YDR385W
4932.YBR084C-A	4932.YOR293W
4932.YBR295W	4932.YHR082C
4932.YLL039C	4932.YLR442C
4932.YBR191W	4932.YGL076C
4932.YER074W	4932.YPL237W
4932.YGL070C	4932.YMR182C
4932.YER133W	4932.YOR113W
4932.YHL027W	4932.YLR107W
4932.YBR278W	4932.YLR357W
4932.YGL134W	4932.YGR108W
4932.YBR186W	4932.YIL004C
4932.YGL210W	4932.YLR362W
4932.YDL083C	4932.YJR094W-A
4932.YIL148W	4932.YKL010C
4932.YFL039C	4932.YMR117C
4932.YHL015W	4932.YOL097C
4932.YJR082C	4932.YMR127C
4932.YKL006C-A	4932.YKL196C
4932.YDR096W	4932.YIL126W
4932.YIL126W	4932.YPL031C
4932.YDL003W	4932.YGL076C
4932.YDR167W	4932.YPR086W
4932.YHR079C	4932.YLL050C
4932.YKL006W	4932.YLR333C
4932.YDR183W	4932.YLR284C
4932.YIR008C	4932.YNL102W
4932.YGR118W	4932.YMR143W
4932.YDR500C	4932.YNL067W
4932.YMR033W	4932.YNL180C
4932.YJR066W	4932.YKL168C
4932.YDL083C	4932.YGR220C
4932.YDR253C	4932.YER040W
4932.YDL159W	4932.YPL150W
4932.YNL081C	4932.YOR076C
4932.YGR047C	4932.YJL115W
4932.YDR264C	4932.YGR062C
4932.YCR008W	4932.YPL153C
4932.YER102W	4932.YOR167C
4932.YHR030C	4932.YML078W
4932.YBR268W	4932.YPL183W-A
4932.YJL001W	4932.YJL002C
4932.YPR048W	4932.YPR186C
4932.YML012W	4932.YML124C
4932.YAL020C	4932.YLL067C
4932.YPL141C	4932.YPL240C
4932.YEL054C	4932.YKL006W
4932.YBR031W	4932.YNL002C
4932.YGR258C	4932.YLL039C
4932.YLL067C	4932.YMR229C
4932.YDR021W	4932.YGR072W
4932.YGR018C	4932.YLR452C
4932.YDL079C	4932.YMR161W
4932.YFL024C	4932.YOR244W
4932.YDR092W	4932.YOR090C
4932.YDL188C	4932.YFL008W
4932.YBL084C	4932.YHL027W
4932.YGR179C	4932.YLR315W
4932.YLR061W	4932.YLR287C-A
4932.YJR094W-A	4932.YLR009W
4932.YDL084W	4932.YDL209C
4932.YGL058W	4932.YOR233W
4932.YJR123W	4932.YML009C
4932.YML078W	4932.YOR369C
4932.YJL168C	4932.YPR013C
4932.YLR167W	4932.YOL040C
4932.YBL021C	4932.YDR216W
4932.YHL003C	4932.YHR047C
4932.YCR063W	4932.YKL078W
4932.YCR018C	4932.YKL171W
4932.YDL070W	4932.YJL110C
4932.YIL021W	4932.YLR399C
4932.YIL126W	4932.YLR033W
4932.YGR087C	4932.YLR199C
4932.YER038C	4932.YIL133C
4932.YDR253C	4932.YHR030C
4932.YGL237C	4932.YKL049C
4932.YAR042W	4932.YML092C
4932.YER028C	4932.YNR023W
4932.YKL058W	4932.YPL008W
4932.YIL001W	4932.YLR229C
4932.YDL048C	4932.YDL056W
4932.YMR229C	4932.YNL178W
4932.YDR217C	4932.YOL012C
4932.YLR419W	4932.YLR430W
4932.YDL192W	4932.YDR216W
4932.YDR092W	4932.YJL039C
4932.YBR202W	4932.YPL167C
4932.YOL082W	4932.YPR049C
4932.YCR063W	4932.YOR133W
4932.YGL162W	4932.YLR226W
4932.YBR189W	4932.YGL068W
4932.YKL156W	4932.YOR312C
4932.YKR099W	4932.YPL026C
4932.YBR103W	4932.YER164W
4932.YBL035C	4932.YDL102W
4932.YCL024W	4932.YER177W
4932.YPL209C	4932.YPL239W
4932.YAR007C	4932.YBR088C
4932.YBR014C	4932.YDR293C
4932.YDR322W	4932.YER050C
4932.YDR409W	4932.YDR457W
4932.YAL020C	4932.YAL021C
4932.YIL001W	4932.YLR113W
4932.YLR020C	4932.YMR015C
4932.YGR214W	4932.YNL067W
4932.YKR099W	4932.YLR275W
4932.YEL003W	4932.YIL138C
4932.YBR264C	4932.YOL112W
4932.YGL205W	4932.YPR004C
4932.YLR131C	4932.YOL128C
4932.YER125W	4932.YIL001W
4932.YER126C	4932.YLR185W
4932.YGR056W	4932.YLR375W
4932.YDR322W	4932.YPL183W-A
4932.YDR253C	4932.YMR043W
4932.YLR248W	4932.YPR054W
4932.YGR034W	4932.YMR242C
4932.YCR051W	4932.YGR218W
4932.YKR082W	4932.YLR216C
4932.YKL010C	4932.YPR200C
4932.YBR154C	4932.YNR003C
4932.YER054C	4932.YML016C
4932.YBR254C	4932.YLR268W
4932.YAR042W	4932.YOR061W
4932.YDL191W	4932.YOL121C
4932.YGL030W	4932.YLR009W
4932.YER045C	4932.YKR029C
4932.YDR335W	4932.YLR335W
4932.YIL126W	4932.YLR318W
4932.YDR334W	4932.YML127W
4932.YDR471W	4932.YOR096W
4932.YKR029C	4932.YPR010C
4932.YKR057W	4932.YMR276W
4932.YAL005C	4932.YMR276W
4932.YDR177W	4932.YMR235C
4932.YOL139C	4932.YOR396W
4932.YGR167W	4932.YJR031C
4932.YDL030W	4932.YDR243C
4932.YDL083C	4932.YLR344W
4932.YDL167C	4932.YNL016W
4932.YBR060C	4932.YJL194W
4932.YJL098W	4932.YOR267C
4932.YHR206W	4932.YJR059W
4932.YBL002W	4932.YMR075W
4932.YER013W	4932.YJL041W
4932.YBL072C	4932.YMR142C
4932.YAL021C	4932.YIL005W
4932.YDL192W	4932.YHR084W
4932.YDR172W	4932.YEL026W
4932.YER056C-A	4932.YHL001W
4932.YER028C	4932.YKL126W
4932.YOR210W	4932.YOR341W
4932.YDR167W	4932.YMR005W
4932.YMR143W	4932.YOR234C
4932.YGR047C	4932.YNR003C
4932.YNL128W	4932.YNL307C
4932.YJR040W	4932.YLL053C
4932.YJL005W	4932.YLR167W
4932.YBR088C	4932.YPR110C
4932.YMR276W	4932.YPR030W
4932.YGR092W	4932.YHR102W
4932.YAL024C	4932.YDR253C
4932.YLR210W	4932.YML117W
4932.YBR111W-A	4932.YKR003W
4932.YKL171W	4932.YOR003W
4932.YEL037C	4932.YLR268W
4932.YDR382W	4932.YLR075W
4932.YGL207W	4932.YML062C
4932.YDR519W	4932.YIL129C
4932.YCR082W	4932.YJL098W
4932.YMR182C	4932.YNR032W
4932.YCR048W	4932.YCR081W
4932.YNL250W	4932.YOR156C
4932.YDR385W	4932.YLR009W
4932.YER004W	4932.YMR246W
4932.YER131W	4932.YIL148W
4932.YHR218W-A	4932.YMR080C
4932.YFR004W	4932.YLR167W
4932.YER130C	4932.YMR213W
4932.YMR033W	4932.YOR326W
4932.YDR208W	4932.YPL259C
4932.YMR230W	4932.YPR132W
4932.YDR390C	4932.YLR306W
4932.YGR233C	4932.YIL113W
4932.YBL038W	4932.YML009C
4932.YIL084C	4932.YPR023C
4932.YLR002C	4932.YPL131W
4932.YBR155W	4932.YKL022C
4932.YDL140C	4932.YDL164C
4932.YHL034C	4932.YKR023W
4932.YLR192C	4932.YOR361C
4932.YNL096C	4932.YPL143W
4932.YMR288W	4932.YPL216W
4932.YER038C	4932.YOR063W
4932.YNL093W	4932.YPR165W
4932.YBR009C	4932.YPL150W
4932.YFL038C	4932.YGR172C
4932.YCR051W	4932.YMR036C
4932.YKL079W	4932.YOL034W
4932.YLR117C	4932.YNL163C
4932.YGL068W	4932.YKL180W
4932.YGL189C	4932.YHR077C
4932.YIL131C	4932.YIR013C
4932.YKL221W	4932.YMR042W
4932.YEL026W	4932.YIL061C
4932.YBR160W	4932.YOL090W
4932.YDR059C	4932.YPL141C
4932.YIL052C	4932.YMR286W
4932.YDR235W	4932.YMR161W
4932.YDR390C	4932.YGL097W
4932.YMR288W	4932.YOR210W
4932.YML093W	4932.YOR039W
4932.YJR009C	4932.YKL161C
4932.YJR065C	4932.YOR257W
4932.YAR042W	4932.YOL016C
4932.YER122C	4932.YKR055W
4932.YDR139C	4932.YOR109W
4932.YDR264C	4932.YKL198C
4932.YGR199W	4932.YIL102C-A
4932.YBR245C	4932.YPR068C
4932.YMR188C	4932.YNL067W
4932.YCR086W	4932.YDR309C
4932.YOR014W	4932.YPR165W
4932.YFL039C	4932.YOR116C
4932.YER041W	4932.YOR330C
4932.YER050C	4932.YNL284C
4932.YFR014C	4932.YGL106W
4932.YOR056C	4932.YOR293W
4932.YGR002C	4932.YHR099W
4932.YDR096W	4932.YJL112W
4932.YEL026W	4932.YNL069C
4932.YER133W	4932.YPL240C
4932.YGR034W	4932.YOR150W
4932.YHR086W	4932.YMR146C
4932.YGL011C	4932.YMR297W
4932.YBR028C	4932.YBR114W
4932.YHR205W	4932.YOR257W
4932.YGR271W	4932.YOR210W
4932.YDR247W	4932.YLR138W
4932.YHR143W-A	4932.YLR019W
4932.YKR048C	4932.YMR139W
4932.YGR109C	4932.YPL031C
4932.YIL118W	4932.YPL106C
4932.YIL061C	4932.YKR086W
4932.YDR127W	4932.YMR186W
4932.YIL065C	4932.YOL147C
4932.YBL026W	4932.YKL074C
4932.YBL038W	4932.YPR166C
4932.YNL045W	4932.YOL162W
4932.YML124C	4932.YMR001C
4932.YLR107W	4932.YPR186C
4932.YCR045C	4932.YER111C
4932.YGR152C	4932.YLR113W
4932.YER125W	4932.YNL161W
4932.YAR042W	4932.YDR253C
4932.YDR247W	4932.YLR466W
4932.YDR386W	4932.YGR133W
4932.YER178W	4932.YPL017C
4932.YAL019W	4932.YDR253C
4932.YBR112C	4932.YHR111W
4932.YDR098C	4932.YER103W
4932.YDR145W	4932.YER111C
4932.YDR175C	4932.YER050C
4932.YGL035C	4932.YJL110C
4932.YJL034W	4932.YMR139W
4932.YCR051W	4932.YJR036C
4932.YHR129C	4932.YPL230W
4932.YER103W	4932.YMR322C
4932.YGL094C	4932.YMR037C
4932.YHR203C	4932.YLR325C
4932.YFR031C-A	4932.YPL090C
4932.YDL101C	4932.YLR430W
4932.YHR174W	4932.YIL078W
4932.YER148W	4932.YGL043W
4932.YNL012W	4932.YPL026C
4932.YGR155W	4932.YLR345W
4932.YLR344W	4932.YNL178W
4932.YBR181C	4932.YGL030W
4932.YBL075C	4932.YGR123C
4932.YAL017W	4932.YDL047W
4932.YKR034W	4932.YNR060W
4932.YDR116C	4932.YIL052C
4932.YMR191W	4932.YOR259C
4932.YEL077C	4932.YOR310C
4932.YBL072C	4932.YOL121C
4932.YDR381W	4932.YDR545W
4932.YDR183W	4932.YOR133W
4932.YDL208W	4932.YOR341W
4932.YLR093C	4932.YMR183C
4932.YGR108W	4932.YIL131C
4932.YLL036C	4932.YML117W
4932.YLR209C	4932.YNL077W
4932.YOR151C	4932.YOR310C
4932.YIL144W	4932.YJL176C
4932.YDR385W	4932.YGL105W
4932.YDR385W	4932.YDR404C
4932.YIL021W	4932.YKR094C
4932.YKL180W	4932.YKR094C
4932.YBR114W	4932.YDR021W
4932.YHR203C	4932.YLR029C
4932.YFL003C	4932.YMR167W
4932.YGR162W	4932.YNL178W
4932.YOR267C	4932.YPL153C
4932.YBR081C	4932.YPR022C
4932.YBL060W	4932.YHR005C
4932.YJR065C	4932.YPL213W
4932.YDL065C	4932.YDR329C
4932.YBL105C	4932.YGR252W
4932.YER122C	4932.YML064C
4932.YGR034W	4932.YHR021C
4932.YLR131C	4932.YPL026C
4932.YMR080C	4932.YOL039W
4932.YGR044C	4932.YPL213W
4932.YLR167W	4932.YPR056W
4932.YBL061C	4932.YBR082C
4932.YBR175W	4932.YGL112C
4932.YEL032W	4932.YPR120C
4932.YGR264C	4932.YPR088C
4932.YBR114W	4932.YPL213W
4932.YBL016W	4932.YOL113W
4932.YFR002W	4932.YMR125W
4932.YIL091C	4932.YPL081W
4932.YER117W	4932.YLR009W
4932.YER013W	4932.YHR165C
4932.YCL024W	4932.YKR034W
4932.YGL210W	4932.YKL062W
4932.YBL060W	4932.YER031C
4932.YEL050C	4932.YOL039W
4932.YGL035C	4932.YNL189W
4932.YLL066C	4932.YMR125W
4932.YGL112C	4932.YJL115W
4932.YGL209W	4932.YPL141C
4932.YBL034C	4932.YPL155C
4932.YDL084W	4932.YNR011C
4932.YLL045C	4932.YLR344W
4932.YBR081C	4932.YKL184W
4932.YBR079C	4932.YDL209C
4932.YDL079C	4932.YDL132W
4932.YLR043C	4932.YMR278W
4932.YDR450W	4932.YMR142C
4932.YLR318W	4932.YOR269W
4932.YGR148C	4932.YNL096C
4932.YMR005W	4932.YPR086W
4932.YNL302C	4932.YPL143W
4932.YBR119W	4932.YIL061C
4932.YCR033W	4932.YMR053C
4932.YDR264C	4932.YER040W
4932.YLL024C	4932.YNL339C
4932.YDR041W	4932.YLR281C
4932.YBR109C	4932.YIL112W
4932.YBR164C	4932.YKL161C
4932.YPL031C	4932.YPR120C
4932.YLL039C	4932.YOR063W
4932.YAL017W	4932.YGL058W
4932.YBR175W	4932.YGR252W
4932.YKL156W	4932.YLR167W
4932.YCR065W	4932.YNL065W
4932.YDR146C	4932.YOR269W
4932.YDL136W	4932.YJR145C
4932.YBL037W	4932.YJR058C
4932.YIL148W	4932.YPR166C
4932.YAL017W	4932.YCR027C
4932.YDR235W	4932.YGR233C
4932.YEL061C	4932.YGL002W
4932.YDR427W	4932.YIL112W
4932.YAL024C	4932.YLR375W
4932.YDR382W	4932.YPL090C
4932.YDR116C	4932.YNL069C
4932.YBR208C	4932.YJR127C
4932.YGL078C	4932.YLR048W
4932.YEL030W	4932.YOL128C
4932.YGR052W	4932.YNL154C
4932.YBR251W	4932.YGR054W
4932.YDL144C	4932.YKR025W
4932.YDR216W	4932.YIL131C
4932.YDR139C	4932.YPR103W
4932.YJR104C	4932.YMR322C
4932.YDL064W	4932.YIL001W
4932.YBL061C	4932.YDR143C
4932.YEL056W	4932.YER169W
4932.YOR101W	4932.YOR326W
4932.YFR031C-A	4932.YLR340W
4932.YDL195W	4932.YOR061W
4932.YDR507C	4932.YMR001C
4932.YCR002C	4932.YOR101W
4932.YLR422W	4932.YOL108C
4932.YBR023C	4932.YPL141C
4932.YHR082C	4932.YLR113W
4932.YER148W	4932.YPR187W
4932.YGR040W	4932.YML059C
4932.YDL043C	4932.YHR086W
4932.YER179W	4932.YLR234W
4932.YIL131C	4932.YLL055W
4932.YDL155W	4932.YML065W
4932.YIR004W	4932.YOR232W
4932.YLR406C	4932.YOL111C
4932.YJR017C	4932.YPR119W
4932.YDR064W	4932.YER117W
4932.YJL138C	4932.YOR287C
4932.YIL018W	4932.YML073C
4932.YGR167W	4932.YPR095C
4932.YDL159W	4932.YNL180C
4932.YGR138C	4932.YNL068C
4932.YGL163C	4932.YPL235W
4932.YGL048C	4932.YMR205C
4932.YDR096W	4932.YPR086W
4932.YCR031C	4932.YOR133W
4932.YPL239W	4932.YPR022C
4932.YDL079C	4932.YOR109W
4932.YOL113W	4932.YOR141C
4932.YAL017W	4932.YPR052C
4932.YDL140C	4932.YNL163C
4932.YLR430W	4932.YMR230W
4932.YAL017W	4932.YOL065C
4932.YJL112W	4932.YPR186C
4932.YDR545W	4932.YMR080C
4932.YJR065C	4932.YOR373W
4932.YER162C	4932.YLR197W
4932.YNL177C	4932.YNR037C
4932.YGR276C	4932.YHR084W
4932.YCR072C	4932.YKR008W
4932.YLR442C	4932.YMR001C
4932.YDL083C	4932.YDR447C
4932.YML009C	4932.YNR036C
4932.YHR156C	4932.YJL102W
4932.YDL079C	4932.YJL034W
4932.YBR164C	4932.YER045C
4932.YBL016W	4932.YER045C
4932.YGR094W	4932.YKL081W
4932.YER012W	4932.YIL075C
4932.YDL216C	4932.YGR252W
4932.YPL055C	4932.YPL124W
4932.YBR028C	4932.YHR076W
4932.YMR268C	4932.YOR019W
4932.YDR092W	4932.YKL161C
4932.YGL242C	4932.YLR305C
4932.YDL061C	4932.YEL054C
4932.YOL122C	4932.YPL026C
4932.YLL039C	4932.YPL220W
4932.YER131W	4932.YHR148W
4932.YHR069C	4932.YNL137C
4932.YER102W	4932.YPL198W
4932.YBL016W	4932.YDR264C
4932.YOR369C	4932.YPR166C
4932.YDL070W	4932.YPL165C
4932.YBR235W	4932.YBR299W
4932.YLR188W	4932.YNL027W
4932.YDR385W	4932.YER050C
4932.YDR404C	4932.YML049C
4932.YHR052W	4932.YPL043W
4932.YDR080W	4932.YER133W
4932.YFR030W	4932.YOR257W
4932.YDL226C	4932.YNL287W
4932.YOR384W	4932.YPR054W
4932.YGR270W	4932.YPL042C
4932.YDR382W	4932.YFL034C-A
4932.YKL210W	4932.YNR007C
4932.YDR012W	4932.YLR388W
4932.YLR398C	4932.YOR159C
4932.YJL034W	4932.YKL117W
4932.YJR119C	4932.YPR068C
4932.YNL068C	4932.YOL068C
4932.YJL177W	4932.YMR230W
4932.YML065W	4932.YML109W
4932.YAL017W	4932.YBL021C
4932.YBR089C-A	4932.YER130C
4932.YLR305C	4932.YNR032W
4932.YGL123W	4932.YOR361C
4932.YKL148C	4932.YLR369W
4932.YCR020C-A	4932.YJL050W
4932.YGR148C	4932.YJL050W
4932.YIL144W	4932.YMR199W
4932.YBR169C	4932.YLR167W
4932.YBR066C	4932.YIL001W
4932.YER133W	4932.YML064C
4932.YLR268W	4932.YNL204C
4932.YBR264C	4932.YNL293W
4932.YDR485C	4932.YLR385C
4932.YJR040W	4932.YOR136W
4932.YDL082W	4932.YDR012W
4932.YER174C	4932.YNL202W
4932.YDR026C	4932.YLR210W
4932.YLR216C	4932.YMR213W
4932.YAL017W	4932.YMR278W
4932.YDR004W	4932.YPL008W
4932.YGR104C	4932.YOR013W
4932.YOR144C	4932.YOR217W
4932.YBR175W	4932.YNL304W
4932.YLR167W	4932.YML025C
4932.YKL174C	4932.YOL157C
4932.YHR141C	4932.YOR133W
4932.YBL088C	4932.YPL256C
4932.YNR011C	4932.YPR141C
4932.YGL058W	4932.YOL111C
4932.YEL027W	4932.YEL051W
4932.YDL043C	4932.YGL251C
4932.YBR020W	4932.YPL031C
4932.YAL021C	4932.YCL024W
4932.YLL039C	4932.YPL074W
4932.YBL003C	4932.YER133W
4932.YLR466W	4932.YPL106C
4932.YJL138C	4932.YLL039C
4932.YBR081C	4932.YPL127C
4932.YKL196C	4932.YOL163W
4932.YDR075W	4932.YJR059W
4932.YDL116W	4932.YDR054C
4932.YGL016W	4932.YOR185C
4932.YGR044C	4932.YGR186W
4932.YFR030W	4932.YKL171W
4932.YKR086W	4932.YLR222C
4932.YBR066C	4932.YDR264C
4932.YJR113C	4932.YOR167C
4932.YDL130W	4932.YHR141C
4932.YDR450W	4932.YIL052C
4932.YBR009C	4932.YPL026C
4932.YDR135C	4932.YNL055C
4932.YDL209C	4932.YKL198C
4932.YJL189W	4932.YNL306W
4932.YDR041W	4932.YKL180W
4932.YBR062C	4932.YDR092W
4932.YDL188C	4932.YJL187C
4932.YGR261C	4932.YNL090W
4932.YAL029C	4932.YOR373W
4932.YGR095C	4932.YPL126W
4932.YDR385W	4932.YOR096W
4932.YDR122W	4932.YMR139W
4932.YDR306C	4932.YJR090C
4932.YJR127C	4932.YMR104C
4932.YJL095W	4932.YPR103W
4932.YDL214C	4932.YER095W
4932.YDR021W	4932.YML063W
4932.YKL022C	4932.YKL193C
4932.YGR044C	4932.YLR240W
4932.YBR081C	4932.YDL079C
4932.YDL047W	4932.YHR030C
4932.YHR172W	4932.YNL126W
4932.YER045C	4932.YOR244W
4932.YEL026W	4932.YOR234C
4932.YGR003W	4932.YOR353C
4932.YDL028C	4932.YMR117C
4932.YNL262W	4932.YOR207C
4932.YLR275W	4932.YOR159C
4932.YDL159W	4932.YKL198C
4932.YHR147C	4932.YPL143W
4932.YGL056C	4932.YGR152C
4932.YLL039C	4932.YPR180W
4932.YER040W	4932.YKR029C
4932.YMR009W	4932.YOR212W
4932.YPR010C	4932.YPR016C
4932.YEL037C	4932.YHR218W-A
4932.YDR418W	4932.YLR075W
4932.YBR073W	4932.YHR084W
4932.YFL009W	4932.YJL005W
4932.YBL023C	4932.YKL049C
4932.YBR289W	4932.YHR129C
4932.YKL079W	4932.YOR326W
4932.YGL112C	4932.YOL135C
4932.YBR118W	4932.YMR276W
4932.YER101C	4932.YGL238W
4932.YGL135W	4932.YOL039W
4932.YER103W	4932.YMR169C
4932.YDR373W	4932.YGR232W
4932.YGR155W	4932.YLL015W
4932.YBL105C	4932.YLR399C
4932.YOR341W	4932.YPR013C
4932.YER117W	4932.YML063W
4932.YJR068W	4932.YPR056W
4932.YDR447C	4932.YJR094W-A
4932.YAL041W	4932.YER031C
4932.YHR147C	4932.YLR069C
4932.YEL030W	4932.YLR383W
4932.YDR098C	4932.YJL034W
4932.YER133W	4932.YLR248W
4932.YGL030W	4932.YIL148W
4932.YKR094C	4932.YLR005W
4932.YGL254W	4932.YPL239W
4932.YHR119W	4932.YOL043C
4932.YOL016C	4932.YOR090C
4932.YBL016W	4932.YNL185C
4932.YEL055C	4932.YNL248C
4932.YLR013W	4932.YNL068C
4932.YML078W	4932.YOR353C
4932.YOR094W	4932.YOR101W
4932.YGR161C-C	4932.YPL257W-A
4932.YBL075C	4932.YPR204W
4932.YBR160W	4932.YPL082C
4932.YCL017C	4932.YOL066C
4932.YJL140W	4932.YLR005W
4932.YBR089C-A	4932.YGR056W
4932.YMR158W	4932.YMR242C
4932.YLL045C	4932.YLR419W
4932.YJL081C	4932.YOR113W
4932.YPR104C	4932.YPR119W
4932.YBL087C	4932.YDL202W
4932.YIL026C	4932.YJR035W
4932.YDL159W	4932.YKL161C
4932.YMR188C	4932.YNR036C
4932.YKL197C	4932.YLR396C
4932.YDR253C	4932.YLR399C
4932.YEL050C	4932.YLR448W
4932.YAL029C	4932.YBR164C
4932.YDL047W	4932.YKR099W
4932.YDR436W	4932.YNL053W
4932.YBL027W	4932.YHL033C
4932.YIL061C	4932.YPL026C
4932.YMR137C	4932.YOR116C
4932.YGR252W	4932.YOL004W
4932.YCL024W	4932.YHR115C
4932.YAL017W	4932.YKR001C
4932.YER028C	4932.YJL176C
4932.YDR129C	4932.YOR326W
4932.YDR059C	4932.YDR373W
4932.YBR119W	4932.YGR271W
4932.YDL188C	4932.YIR026C
4932.YBR010W	4932.YPL150W
4932.YDL140C	4932.YLR399C
4932.YDR099W	4932.YLR318W
4932.YBR006W	4932.YML059C
4932.YMR042W	4932.YPL116W
4932.YGR254W	4932.YIL177C
4932.YJL102W	4932.YPL026C
4932.YBL111C	4932.YEL050C
4932.YDR247W	4932.YDR379W
4932.YBL084C	4932.YMR161W
4932.YDL132W	4932.YIL112W
4932.YAR019C	4932.YKR055W
4932.YDL082W	4932.YKR094C
4932.YDL191W	4932.YGL189C
4932.YCR084C	4932.YLR131C
4932.YDL029W	4932.YNL307C
4932.YBR160W	4932.YLR357W
4932.YGR278W	4932.YLR069C
4932.YBL019W	4932.YDR098C
4932.YCR063W	4932.YLR117C
4932.YLR117C	4932.YNL175C
4932.Q0110	4932.YKL129C
4932.YBR169C	4932.YDR264C
4932.YBR066C	4932.YNL161W
4932.YDL134C	4932.YKR099W
4932.YER045C	4932.YGR232W
4932.YBR181C	4932.YNL162W
4932.YML124C	4932.YOR269W
4932.YDR247W	4932.YLR090W
4932.YIL001W	4932.YKL171W
4932.YKL080W	4932.YLR447C
4932.YBL016W	4932.YKL062W
4932.YDR237W	4932.YJL177W
4932.YDL132W	4932.YLR097C
4932.YLL048C	4932.YML059C
4932.YBR119W	4932.YDR002W
4932.YLR399C	4932.YPR086W
4932.YGL103W	4932.YPL143W
4932.YHL015W	4932.YOR369C
4932.YJL013C	4932.YLR127C
4932.YBR191W	4932.YOR182C
4932.YBR084C-A	4932.YMR121C
4932.YLR103C	4932.YNL261W
4932.YDR099W	4932.YPL216W
4932.YKL198C	4932.YLR229C
4932.YJL132W	4932.YOR094W
4932.YDL208W	4932.YFR005C
4932.YDL083C	4932.YOL111C
4932.YDR489W	4932.YNL273W
4932.YDL014W	4932.YGL171W
4932.YBR146W	4932.YMR230W
4932.YDR043C	4932.YKL161C
4932.YLL001W	4932.YOR326W
4932.YAL017W	4932.YOL038W
4932.YBR109C	4932.YDR129C
4932.YDL209C	4932.YMR036C
4932.YCR051W	4932.YER130C
4932.YDR025W	4932.YIL052C
4932.YGL106W	4932.YOR233W
4932.YKL156W	4932.YPR132W
4932.YBR082C	4932.YGR003W
4932.YBR118W	4932.YDR064W
4932.YBL069W	4932.YLR070C
4932.YBR202W	4932.YIL001W
4932.YFR019W	4932.YPR110C
4932.YHR088W	4932.YNL110C
4932.YDL246C	4932.YOR388C
4932.YGL080W	4932.YGR243W
4932.YDL145C	4932.YIL076W
4932.YER131W	4932.YMR146C
4932.YKR009C	4932.YMR182C
4932.YDR054C	4932.YJL041W
4932.YDL174C	4932.YKL055C
4932.YDL116W	4932.YKL205W
4932.YML064C	4932.YPR055W
4932.YIL143C	4932.YPL046C
4932.YDR253C	4932.YNL307C
4932.YDR059C	4932.YGR003W
4932.YBR274W	4932.YER133W
4932.YGL207W	4932.YGR005C
4932.YHL001W	4932.YLR048W
4932.YER027C	4932.YMR139W
4932.YHL033C	4932.YNL185C
4932.YCR051W	4932.YDL047W
4932.YJL138C	4932.YPR132W
4932.YDR026C	4932.YMR128W
4932.YDL101C	4932.YDL214C
4932.YGL135W	4932.YIL133C
4932.YIL112W	4932.YMR036C
4932.YGL112C	4932.YLR410W
4932.YDL081C	4932.YJR145C
4932.YJL033W	4932.YJL092W
4932.YDL048C	4932.YLR113W
4932.YEL056W	4932.YER107C
4932.YDR115W	4932.YNR037C
4932.YDR416W	4932.YLR277C
4932.YBR114W	4932.YLR131C
4932.YDL137W	4932.YOR181W
4932.YHR148W	4932.YMR242C
4932.YFR031C	4932.YMR224C
4932.YHR207C	4932.YKL092C
4932.YBL021C	4932.YDL122W
4932.YBR146W	4932.YFR031C-A
4932.YLR061W	4932.YNL301C
4932.YCL009C	4932.YKL032C
4932.YNL288W	4932.YPL184C
4932.YCR038C	4932.YNL307C
4932.YDR096W	4932.YPR120C
