>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YFR030W	4932.YHL027W
4932.YDR235W	4932.YGL162W
4932.YGL035C	4932.YMR042W
4932.YBL075C	4932.YPR010C
4932.YBL032W	4932.YKL161C
4932.YML009C	4932.YNL284C
4932.YGL254W	4932.YLR090W
4932.YGL163C	4932.YOR113W
4932.YIL177C	4932.YKL145W
4932.YER165W	4932.YNL067W
4932.YLR399C	4932.YOR261C
4932.YJR065C	4932.YMR042W
4932.YHR141C	4932.YPR102C
4932.YER040W	4932.YGL209W
4932.YCR027C	4932.YKL056C
4932.YDR111C	4932.YGL202W
4932.YAL040C	4932.YKL166C
4932.YDL003W	4932.YEL061C
4932.YFL066C	4932.YLR116W
4932.YIL001W	4932.YMR036C
4932.YBL072C	4932.YER025W
4932.YIL071C	4932.YOR361C
4932.YHR010W	4932.YPR102C
4932.YJR065C	4932.YPR165W
4932.YGR020C	4932.YMR054W
4932.YMR207C	4932.YOR168W
4932.YDR064W	4932.YGL189C
4932.YDR457W	4932.YPL150W
4932.YDL227C	4932.YGL073W
4932.YDR059C	4932.YKL198C
4932.YGL254W	4932.YHR119W
4932.YOR312C	4932.YPL143W
4932.YBR118W	4932.YEL037C
4932.YMR049C	4932.YNL110C
4932.YBR044C	4932.YGL003C
4932.YLR399C	4932.YOL005C
4932.YFR010W	4932.YLR106C
4932.YLR383W	4932.YML023C
4932.YBL023C	4932.YLL004W
4932.YGR275W	4932.YPR034W
4932.YMR224C	4932.YPL256C
4932.YLR375W	4932.YMR139W
4932.YGR103W	4932.YNL182C
4932.YCR020W-B	4932.YKL182W
4932.YHR186C	4932.YLR096W
4932.YBR082C	4932.YPL022W
4932.YER094C	4932.YMR276W
4932.YBR234C	4932.YGR233C
4932.YIL052C	4932.YNL002C
4932.YBR059C	4932.YLR305C
4932.YBL004W	4932.YHR069C
4932.YGL049C	4932.YGR296W
4932.YBR009C	4932.YNL330C
4932.YAL029C	4932.YBR130C
4932.YDR337W	4932.YGL189C
4932.YGL058W	4932.YOL095C
4932.YJL006C	4932.YOR123C
4932.YOR182C	4932.YOR312C
4932.YER125W	4932.YGL003C
4932.YBR009C	4932.YGR116W
4932.YCL043C	4932.YLL024C
4932.YGR209C	4932.YML078W
4932.YGL220W	4932.YMR136W
4932.YKL161C	4932.YLR182W
4932.YER013W	4932.YML117W
4932.YLR386W	4932.YNL054W
4932.YDL079C	4932.YER123W
4932.YLR113W	4932.YNR060W
4932.YEL030W	4932.YOL023W
4932.YCR051W	4932.YMR072W
4932.YGR056W	4932.YLR210W
4932.YDR320C	4932.YHR154W
4932.YDR280W	4932.YLR197W
4932.YBL023C	4932.YJL194W
4932.YLR337C	4932.YMR109W
4932.YKL013C	4932.YMR109W
4932.YBR154C	4932.YOR159C
4932.YAR042W	4932.YMR072W
4932.YDR041W	4932.YPR100W
4932.YKL017C	4932.YLR466W
4932.YDL130W	4932.YMR230W
4932.YCR060W	4932.YPR141C
4932.YGL209W	4932.YLR399C
4932.YDR500C	4932.YFL034C-A
4932.YDL103C	4932.YKL035W
4932.YFR051C	4932.YHR035W
4932.YJL036W	4932.YKR014C
4932.YOR211C	4932.YPL213W
4932.YBL103C	4932.YGR052W
4932.YFL009W	4932.YOL133W
4932.YDL159W	4932.YER177W
4932.YJL115W	4932.YOL090W
4932.YBL037W	4932.YBR288C
4932.YKL196C	4932.YPR156C
4932.YFL017W-A	4932.YPL184C
4932.YDR293C	4932.YDR519W
4932.YMR142C	4932.YNL302C
4932.YBR118W	4932.YIL061C
4932.YML024W	4932.YPL143W
4932.YHR084W	4932.YKL166C
4932.YDR026C	4932.YER172C
4932.YKR094C	4932.YPL122C
4932.YDL229W	4932.YER025W
4932.YFR038W	4932.YLR399C
4932.YBR048W	4932.YJR094W-A
4932.YBL105C	4932.YOR107W
4932.YBR143C	4932.YDR337W
4932.YNL339C	4932.YPL220W
4932.YIL069C	4932.YPR102C
4932.YHR203C	4932.YNL096C
4932.YDL056W	4932.YKL126W
4932.YBR180W	4932.YKL203C
4932.YLR005W	4932.YMR227C
4932.YDR280W	4932.YMR229C
4932.YDR398W	4932.YOR145C
4932.YHR148W	4932.YNL069C
4932.YDL047W	4932.YGL229C
4932.YBR233W-A	4932.YER133W
4932.YIL001W	4932.YOL094C
4932.YLR179C	4932.YNL069C
4932.YGR246C	4932.YJL011C
4932.YKR055W	4932.YOR327C
4932.YDL048C	4932.YKL126W
4932.YFR023W	4932.YPR102C
4932.YDR373W	4932.YER133W
4932.YDR139C	4932.YOR339C
4932.YMR186W	4932.YPR048W
4932.YBR010W	4932.YBR114W
4932.YDR116C	4932.YLR061W
4932.YBR049C	4932.YPL256C
4932.YBR082C	4932.YJL112W
4932.YML026C	4932.YOR076C
4932.YGL121C	4932.YMR048W
4932.YDL247W	4932.YKL221W
4932.YPL038W	4932.YPR165W
4932.YDL164C	4932.YPR175W
4932.YNL163C	4932.YNR037C
4932.YDL208W	4932.YLR069C
4932.YHR004C	4932.YPR187W
4932.YEL050C	4932.YGL123W
4932.YER031C	4932.YLR371W
4932.YBR180W	4932.YPL089C
4932.YHR129C	4932.YMR139W
4932.YOR373W	4932.YPR052C
4932.YLL026W	4932.YNR033W
4932.YCR008W	4932.YOL094C
4932.YBR049C	4932.YPL230W
4932.YEL077C	4932.YMR080C
4932.YBR143C	4932.YLR167W
4932.YLR113W	4932.YML064C
4932.YGR214W	4932.YHR148W
4932.YDR064W	4932.YKR059W
4932.YER101C	4932.YIL036W
4932.YDR337W	4932.YPL090C
4932.YDL048C	4932.YNR012W
4932.YBR082C	4932.YOL139C
4932.YBL084C	4932.YPR013C
4932.YMR199W	4932.YOL128C
4932.YDR280W	4932.YHR169W
4932.YKL170W	4932.YMR188C
4932.YHL033C	4932.YLR410W
4932.YJR007W	4932.YLR167W
4932.YKL203C	4932.YOR025W
4932.YDR385W	4932.YPL240C
4932.YIL125W	4932.YML094W
4932.YDR245W	4932.YLL024C
4932.YNL330C	4932.YPL165C
4932.YGR048W	4932.YOL111C
4932.YJL024C	4932.YNL098C
4932.YDL208W	4932.YLR048W
4932.YOL094C	4932.YPL122C
4932.YJR127C	4932.YMR068W
4932.YDL017W	4932.YIL041W
4932.YBL072C	4932.YML025C
4932.YKR008W	4932.YNL307C
4932.YER031C	4932.YLR375W
4932.YDR450W	4932.YMR260C
4932.YMR068W	4932.YNL053W
4932.YHR099W	4932.YOL162W
4932.YDL102W	4932.YDL155W
4932.YDR012W	4932.YKR094C
4932.YBR295W	4932.YCL035C
4932.YER125W	4932.YHR079C
4932.YNL178W	4932.YPR204W
4932.YHR084W	4932.YNL330C
4932.YDL140C	4932.YOR159C
4932.YFL016C	4932.YPL232W
4932.YGR003W	4932.YJL047C
4932.YJR064W	4932.YJR159W
4932.YER165W	4932.YHR203C
4932.YLR067C	4932.YPR119W
4932.YCR052W	4932.YDR334W
4932.YDL132W	4932.YLL039C
4932.YLR378C	4932.YPL220W
4932.YHR082C	4932.YLR182W
4932.YLR048W	4932.YPR204W
4932.YAL017W	4932.YLR260W
4932.YBR114W	4932.YDL048C
4932.YCR084C	4932.YGR232W
4932.YNL064C	4932.YPL026C
4932.YEL037C	4932.YFL066C
4932.YIR001C	4932.YML133C
4932.YMR165C	4932.YPL063W
4932.YDR002W	4932.YNL088W
4932.YFR032C-A	4932.YLR344W
4932.YDR416W	4932.YDR432W
4932.YLR206W	4932.YNL325C
4932.YHR203C	4932.YNL185C
4932.YER040W	4932.YIL126W
4932.YLR369W	4932.YPL026C
4932.YER177W	4932.YHR047C
4932.YLR210W	4932.YPL150W
4932.YHR084W	4932.YLR120C
4932.YCR091W	4932.YPL203W
4932.YJL190C	4932.YLR325C
4932.YDR264C	4932.YKL171W
4932.YGR296W	4932.YHR082C
4932.YGR281W	4932.YOR357C
4932.YJL081C	4932.YPR013C
4932.YDR247W	4932.YPL209C
4932.YGR232W	4932.YPL209C
4932.YBR049C	4932.YDR378C
4932.YDL213C	4932.YDR026C
4932.YLR061W	4932.YNL002C
4932.YIL046W	4932.YLR442C
4932.YJR045C	4932.YOR151C
4932.YDR026C	4932.YER190W
4932.YDL029W	4932.YHR129C
4932.YER130C	4932.YHR119W
4932.YDL048C	4932.YOL122C
4932.YBR028C	4932.YKR031C
4932.YBR025C	4932.YGL123W
4932.YGL147C	4932.YKL170W
4932.YJR065C	4932.YKL013C
4932.YJR094W-A	4932.YMR143W
4932.YJL136C	4932.YJR010C-A
4932.YGR148C	4932.YMR121C
4932.YBL002W	4932.YOL012C
4932.YBL092W	4932.YDL082W
4932.YLR362W	4932.YOR259C
4932.YKL156W	4932.YML073C
4932.YHR064C	4932.YIL095W
4932.YLR113W	4932.YMR276W
4932.YBR073W	4932.YPR068C
4932.YHL027W	4932.YMR276W
4932.YBR055C	4932.YMR288W
4932.YDR247W	4932.YLR260W
4932.YDL048C	4932.YOL080C
4932.YIL035C	4932.YJL109C
4932.YGR056W	4932.YPL153C
4932.YLR333C	4932.YML025C
4932.YDR490C	4932.YLR305C
4932.YDL192W	4932.YJL056C
4932.YKL101W	4932.YKL161C
4932.YGR261C	4932.YHR082C
4932.YDR235W	4932.YNL077W
4932.YNL002C	4932.YNL137C
4932.YKR008W	4932.YOR116C
4932.YDR096W	4932.YDR247W
4932.YJL056C	4932.YPL203W
4932.YKL203C	4932.YNR012W
4932.YLR167W	4932.YNL106C
4932.YER029C	4932.YML046W
4932.YLR186W	4932.YOR039W
4932.YDR270W	4932.YMR038C
4932.YKL126W	4932.YPR013C
4932.YKL198C	4932.YMR068W
4932.YLR069C	4932.YML117W
4932.YER089C	4932.YER098W
4932.YGR220C	4932.YJR094W-A
4932.YHR218W	4932.YPL220W
4932.YIL036W	4932.YOR141C
4932.YFL016C	4932.YNL328C
4932.YJR009C	4932.YMR186W
4932.YAL017W	4932.YKL135C
4932.YMR080C	4932.YPL026C
4932.YAR002C-A	4932.YEL022W
4932.YER089C	4932.YJR059W
4932.YBR089C-A	4932.YDR043C
4932.YFR050C	4932.YOR007C
4932.YER031C	4932.YHR108W
4932.YBL092W	4932.YLR167W
4932.YLR467W	4932.YPL178W
4932.YHR030C	4932.YPL216W
4932.YLR167W	4932.YLR467W
4932.YCR051W	4932.YHR076W
4932.YOR339C	4932.YPL209C
4932.YDR510W	4932.YMR235C
4932.YEL050C	4932.YKL003C
4932.YLR069C	4932.YOL114C
4932.YNL045W	4932.YPR165W
4932.YBR010W	4932.YDR225W
4932.YDL082W	4932.YKL009W
4932.YDR145W	4932.YGR140W
4932.YGR109C	4932.YPL042C
4932.YBR031W	4932.YNL067W
4932.YJR127C	4932.YMR199W
4932.YBR048W	4932.YDR025W
4932.YER021W	4932.YLL039C
4932.YDR349C	4932.YOR113W
4932.YEL039C	4932.YER103W
4932.YDR177W	4932.YKL126W
4932.YDR098C	4932.YNL181W
4932.YLR069C	4932.YOR210W
4932.YJR147W	4932.YLR113W
4932.YHR207C	4932.YOL043C
4932.YKR081C	4932.YPL211W
4932.YDL075W	4932.YLL045C
4932.YDL075W	4932.YJL136C
4932.YBR221C	4932.YPL091W
4932.YDL106C	4932.YIL131C
4932.YDR153C	4932.YGR167W
4932.YGL187C	4932.YJR121W
4932.YDR038C	4932.YGL242C
4932.YDR318W	4932.YKR083C
4932.YER020W	4932.YOL016C
4932.YDR167W	4932.YKL203C
4932.YLR008C	4932.YPL063W
4932.YGR152C	4932.YNR060W
4932.YDR293C	4932.YPR080W
4932.YIL177C	4932.YKL073W
4932.YJL164C	4932.YNL289W
4932.YDR429C	4932.YOR182C
4932.YGL064C	4932.YGL078C
4932.YFR031C-A	4932.YNL185C
4932.YCR002C	4932.YDR188W
4932.YGL068W	4932.YNL178W
4932.YGL058W	4932.YLR293C
4932.YGL194C	4932.YKR034W
4932.YLL045C	4932.YML073C
4932.YLL055W	4932.YNL045W
4932.YGR214W	4932.YHR077C
4932.YJL128C	4932.YPL031C
4932.YDL061C	4932.YLR441C
4932.YLR090W	4932.YMR183C
4932.YBL005W-B	4932.YFR028C
4932.YKR001C	4932.YLR371W
4932.YGL097W	4932.YMR001C
4932.YBR208C	4932.YGL209W
4932.YLR325C	4932.YNL137C
4932.YGL112C	4932.YMR061W
4932.YGL141W	4932.YNL053W
4932.YDR253C	4932.YPL150W
4932.YJL014W	4932.YOR196C
4932.YLR115W	4932.YLR277C
4932.YDR260C	4932.YFR036W
4932.YGL123W	4932.YNL162W
4932.YKR094C	4932.YOL111C
4932.YER172C	4932.YNL175C
4932.YKL128C	4932.YMR089C
4932.YFL029C	4932.YOR208W
4932.YER179W	4932.YLR043C
4932.YHL027W	4932.YPR048W
4932.YGR133W	4932.YPL141C
4932.YDR243C	4932.YPR178W
4932.YDR337W	4932.YNL301C
4932.YDL209C	4932.YHR165C
4932.YPL213W	4932.YPR094W
4932.YFR014C	4932.YOL113W
4932.YHR203C	4932.YOR167C
4932.YDR054C	4932.YDR216W
4932.YJL110C	4932.YML027W
4932.YHR069C	4932.YHR169W
4932.YDR297W	4932.YJR123W
4932.YAR002W	4932.YJL041W
4932.YDR545W	4932.YMR213W
4932.YLR229C	4932.YMR182C
4932.YER050C	4932.YJL102W
4932.YHL027W	4932.YOR236W
4932.YNL021W	4932.YPL150W
4932.YAL054C	4932.YPL106C
4932.YDL230W	4932.YNL304W
4932.YBR114W	4932.YJR068W
4932.YMR139W	4932.YPR165W
4932.YCR027C	4932.YEL009C
4932.YHR016C	4932.YKL148C
4932.YLL045C	4932.YML063W
4932.YGR109C	4932.YPL213W
4932.YNL090W	4932.YOR269W
4932.YDL135C	4932.YGL210W
4932.YHR129C	4932.YLR305C
4932.YJL081C	4932.YPL240C
4932.YHL033C	4932.YNL067W
4932.YKR094C	4932.YNL096C
4932.YIL113W	4932.YPL213W
4932.YGR252W	4932.YIL126W
4932.YHR164C	4932.YLR075W
4932.YPL096C-A	4932.YPL175W
4932.YBL063W	4932.YDL192W
4932.YDR390C	4932.YEL012W
4932.YEL054C	4932.YMR142C
4932.YDL191W	4932.YPR088C
4932.YDL079C	4932.YKL116C
4932.YAL040C	4932.YPL239W
4932.YHR203C	4932.YMR286W
4932.YDL022W	4932.YOL013C
4932.YLR448W	4932.YML024W
4932.YDL042C	4932.YLR328W
4932.YDL202W	4932.YER074W
4932.YER048C	4932.YLL026W
4932.YCR051W	4932.YER031C
4932.YER190W	4932.YFR023W
4932.YBR118W	4932.YJL190C
4932.YBL021C	4932.YGR052W
4932.YBR084C-A	4932.YER165W
4932.YLR107W	4932.YNL027W
4932.YIL131C	4932.YMR042W
4932.YNL325C	4932.YPL259C
4932.YGR092W	4932.YJR127C
4932.YMR284W	4932.YOR156C
4932.YBR081C	4932.YKL127W
4932.YJR111C	4932.YLR020C
4932.YKL143W	4932.YPL239W
4932.YGL254W	4932.YHR005C
4932.YBR060C	4932.YDL017W
4932.YGL123W	4932.YHR169W
4932.YOL040C	4932.YPL013C
4932.YJL177W	4932.YNL301C
4932.YGR214W	4932.YNL027W
4932.YEL056W	4932.YIL075C
4932.YIL131C	4932.YPR186C
4932.YJL168C	4932.YJR119C
4932.YKL193C	4932.YOR381W
4932.YBR154C	4932.YOR210W
4932.YGR233C	4932.YJL047C
4932.YBR028C	4932.YPR165W
4932.YGL205W	4932.YIR004W
4932.YGR033C	4932.YJL054W
4932.YJL033W	4932.YPL131W
4932.YJR035W	4932.YOL133W
4932.YDL134C	4932.YGR188C
4932.YKL212W	4932.YPL141C
4932.YBR114W	4932.YDL002C
4932.YGL221C	4932.YKL104C
4932.YDR039C	4932.YLL050C
4932.YGR296W	4932.YOL041C
4932.YJL081C	4932.YOR373W
4932.YDR385W	4932.YLR147C
4932.YEL026W	4932.YLR009W
4932.YBR093C	4932.YFR034C
4932.YBR028C	4932.YCR072C
4932.YLR210W	4932.YOR233W
4932.YDL047W	4932.YER133W
4932.YKR068C	4932.YLR208W
4932.YDL048C	4932.YGL070C
4932.YDR168W	4932.YPL150W
4932.YIL033C	4932.YPR165W
4932.YGR118W	4932.YOL023W
4932.YCR060W	4932.YDL190C
4932.YNL209W	4932.YOL088C
4932.YDL155W	4932.YPL167C
4932.YHL014C	4932.YJL063C
4932.YMR139W	4932.YOR396W
4932.YMR036C	4932.YMR068W
4932.YBR182C	4932.YLL055W
4932.YHR023W	4932.YKL101W
4932.YJL225C	4932.YNL139C
4932.YER047C	4932.YLR268W
4932.YDL147W	4932.YGR135W
4932.YBR118W	4932.YML117W
4932.YLR009W	4932.YMR121C
4932.YNL180C	4932.YPR022C
4932.YBR073W	4932.YPL216W
4932.YDR358W	4932.YLL039C
4932.YDR043C	4932.YLR013W
4932.YER008C	4932.YLR166C
4932.YML024W	4932.YNL177C
4932.YBR103W	4932.YIL001W
4932.YDR180W	4932.YLR086W
4932.YDR337W	4932.YPL118W
4932.YDR216W	4932.YJR059W
4932.YNL053W	4932.YPL026C
4932.YJR094W-A	4932.YKL156W
4932.YEL077C	4932.YGR052W
4932.YDR337W	4932.YHR021C
4932.YFL066C	4932.YKL073W
4932.YHR010W	4932.YJR113C
4932.YBL072C	4932.YOR056C
4932.YKL194C	4932.YLR178C
4932.YKL006W	4932.YMR260C
4932.YLR182W	4932.YPR015C
4932.YBR044C	4932.YOR232W
4932.YDR054C	4932.YDR373W
4932.YDL213C	4932.YIL079C
4932.YFL034C-A	4932.YNL301C
4932.YER048C	4932.YML025C
4932.YGR220C	4932.YKL170W
4932.YDL119C	4932.YGR181W
4932.YDL209C	4932.YDR432W
4932.YMR290C	4932.YOL139C
4932.YFL029C	4932.YJR035W
4932.YGL254W	4932.YMR068W
4932.YDL230W	4932.YFR030W
4932.YEL037C	4932.YNL002C
4932.YBL026W	4932.YPR178W
4932.YKL170W	4932.YKL173W
4932.YDR436W	4932.YLR449W
4932.YEL027W	4932.YHR026W
4932.YOR101W	4932.YOR113W
4932.YBR088C	4932.YDR030C
4932.YBR060C	4932.YNL312W
4932.YDR122W	4932.YHR099W
4932.YGL131C	4932.YHR128W
4932.YJL090C	4932.YKL108W
4932.YDR533C	4932.YHR064C
4932.YKR094C	4932.YLR399C
4932.YDL008W	4932.YER066W
4932.YIR008C	4932.YKL045W
4932.YLL048C	4932.YPL230W
4932.YLL036C	4932.YNL255C
4932.YDR002W	4932.YOR026W
4932.YDR418W	4932.YKL009W
4932.YBR136W	4932.YMR068W
4932.YDR069C	4932.YKR034W
4932.YBL072C	4932.YNL185C
4932.YKR094C	4932.YMR276W
4932.YCR045C	4932.YCR051W
4932.YDR122W	4932.YPL203W
4932.YBR089C-A	4932.YOR233W
4932.YHR148W	4932.YNL306W
4932.YOR076C	4932.YPR102C
4932.YJL033W	4932.YOL111C
4932.YBR155W	4932.YLR090W
4932.YGR092W	4932.YPL240C
4932.YBR179C	4932.YLL038C
4932.YBR111W-A	4932.YOL051W
4932.YKL143W	4932.YPR132W
4932.YBR200W	4932.YDR103W
4932.YLR210W	4932.YPL152W
4932.YJR112W	4932.YJR135C
4932.YML029W	4932.YML101C
4932.YBL027W	4932.YOR150W
4932.YHR161C	4932.YKL212W
4932.YCL029C	4932.YPL209C
4932.YBL037W	4932.YBR059C
4932.YGR233C	4932.YMR186W
4932.YBR081C	4932.YOR244W
4932.YHR079C	4932.YPR022C
4932.YDL047W	4932.YPL152W
4932.YDL208W	4932.YLR009W
4932.YGL103W	4932.YNR036C
4932.YKL156W	4932.YLR367W
4932.YLR347C	4932.YOR057W
4932.YDR216W	4932.YPR068C
4932.YKR099W	4932.YPL150W
4932.YLR264W	4932.YPL143W
4932.YKL126W	4932.YPR156C
4932.YER019C-A	4932.YJL136C
4932.YDR146C	4932.YPL213W
4932.YGL093W	4932.YPR046W
4932.YDR500C	4932.YER056C-A
4932.YIL050W	4932.YLR423C
4932.YDR510W	4932.YPR066W
4932.YDL106C	4932.YPL116W
4932.YKL193C	4932.YPL256C
4932.YER169W	4932.YGL237C
4932.YCR018C	4932.YPR104C
4932.YOL128C	4932.YOR181W
4932.YML114C	4932.YMR236W
4932.YDR059C	4932.YKL161C
4932.YGL158W	4932.YGR040W
4932.YIL033C	4932.YPL150W
4932.YDL029W	4932.YOR373W
4932.YMR043W	4932.YMR182C
4932.YDR172W	4932.YLR344W
4932.YBR087W	4932.YPL022W
4932.YFL039C	4932.YMR182C
4932.YNL090W	4932.YPR054W
4932.YGL254W	4932.YLR240W
4932.YDL192W	4932.YJL005W
4932.YKL073W	4932.YMR290C
4932.YAL021C	4932.YGR092W
4932.YLR333C	4932.YNL185C
4932.YGL210W	4932.YMR068W
4932.YBR136W	4932.YLR206W
4932.YBR251W	4932.YGL103W
4932.YAL017W	4932.YAL038W
4932.YBR127C	4932.YGR092W
4932.YIL121W	4932.YKL126W
4932.YDR146C	4932.YOR341W
4932.YIL036W	4932.YPR052C
4932.YDR447C	4932.YER131W
4932.YDL230W	4932.YGL210W
4932.YBR214W	4932.YER129W
4932.YHR039C-A	4932.YPL150W
4932.YDR429C	4932.YPR086W
4932.YBR084C-A	4932.YKL180W
4932.YER133W	4932.YMR213W
4932.YDL226C	4932.YGL210W
4932.YNL052W	4932.YNR017W
4932.YFL034C-A	4932.YHL001W
4932.YDR139C	4932.YGL147C
4932.YLL066C	4932.YMR287C
4932.YBR039W	4932.YHR026W
4932.YKL135C	4932.YNL090W
4932.YER090W	4932.YOR274W
4932.YJR097W	4932.YKL073W
4932.YBR251W	4932.YKR057W
4932.YDR247W	4932.YOR113W
4932.YER074W	4932.YKR057W
4932.YDR416W	4932.YPR178W
4932.YBL112C	4932.YBR119W
4932.YEL054C	4932.YNL096C
4932.YGL103W	4932.YJL190C
4932.YLR070C	4932.YOR374W
4932.YOR204W	4932.YPL013C
4932.YER179W	4932.YJR059W
4932.YCR035C	4932.YLR136C
4932.YFR019W	4932.YJL052W
4932.YDL154W	4932.YDR263C
4932.YCR063W	4932.YPL213W
4932.YDR416W	4932.YFL017W-A
4932.YBR112C	4932.YDR253C
4932.YLR371W	4932.YNL020C
4932.YGR123C	4932.YOR257W
4932.YCR008W	4932.YDR004W
4932.Q0070	4932.YOR065W
4932.YLR466W	4932.YMR139W
4932.YDR139C	4932.YKL193C
4932.YDL143W	4932.YKL029C
4932.YBR155W	4932.YMR068W
4932.YKR094C	4932.YPL090C
4932.YGR085C	4932.YNL081C
4932.YIR031C	4932.YPR006C
4932.YDL208W	4932.YML078W
4932.YBL105C	4932.YPL110C
4932.YFR027W	4932.YLR182W
4932.YDR264C	4932.YJR101W
4932.YGR059W	4932.YML064C
4932.YBR276C	4932.YPR034W
4932.YMR033W	4932.YPR086W
4932.YNL121C	4932.YOL026C
4932.YFL034C-B	4932.YGR092W
4932.YDL140C	4932.YNL025C
4932.YKR057W	4932.YML063W
4932.YGR052W	4932.YOR353C
4932.YJL187C	4932.YPL150W
4932.YCL024W	4932.YMR068W
4932.YDL132W	4932.YDR460W
4932.YBR283C	4932.YMR143W
4932.YBR073W	4932.YIR013C
4932.YKL180W	4932.YOR076C
4932.YHR099W	4932.YPL230W
4932.YPL216W	4932.YPR013C
4932.YJL124C	4932.YLR438C-A
4932.YDL017W	4932.YHR185C
4932.YIL132C	4932.YJR052W
4932.YBL088C	4932.YPL110C
4932.YCL024W	4932.YER095W
4932.YGL209W	4932.YPR086W
4932.YAL040C	4932.YGR044C
4932.YDR216W	4932.YKL193C
4932.YMR182C	4932.YMR233W
4932.YLR425W	4932.YOR109W
4932.YGL210W	4932.YMR109W
4932.YDR477W	4932.YER133W
4932.YLR260W	4932.YPL026C
4932.YHR084W	4932.YOL080C
4932.YHR148W	4932.YOL127W
4932.YDR289C	4932.YPR161C
4932.YGR220C	4932.YOR167C
4932.YBL023C	4932.YCR008W
4932.YAL044C	4932.YPL017C
4932.YMR083W	4932.YMR169C
4932.YEL030W	4932.YGL018C
4932.YHR099W	4932.YNL307C
4932.YGL158W	4932.YPL031C
4932.YGL147C	4932.YPR088C
4932.YAL029C	4932.YGL213C
4932.YBL016W	4932.YJL110C
4932.YGL251C	4932.YLR275W
4932.YBR175W	4932.YDR264C
4932.YAL040C	4932.YPR108W
4932.YER117W	4932.YML024W
4932.YAL017W	4932.YPR015C
4932.YBR274W	4932.YDR247W
4932.YKR094C	4932.YPR186C
4932.YDR263C	4932.YER013W
4932.YJL138C	4932.YOR259C
4932.YOL163W	4932.YOR327C
4932.YFR028C	4932.YGR203W
4932.YDR235W	4932.YLR127C
4932.YKL010C	4932.YPL239W
4932.YLR013W	4932.YMR033W
4932.YHL033C	4932.YNL162W
4932.YHR099W	4932.YMR224C
4932.YDR066C	4932.YKL144C
4932.YLR185W	4932.YNL284C
4932.YDL075W	4932.YLR340W
4932.YBR169C	4932.YGR052W
4932.YDL075W	4932.YML026C
4932.YGR246C	4932.YOR304W
4932.YDL056W	4932.YIL113W
4932.YDR517W	4932.YNL049C
4932.YLR131C	4932.YMR043W
4932.YBR059C	4932.YHL019C
4932.YDR471W	4932.YPR132W
4932.YOR101W	4932.YPL213W
4932.YHR102W	4932.YNL127W
4932.YMR095C	4932.YNL334C
4932.YBL105C	4932.YCR079W
4932.YML064C	4932.YPR111W
4932.YDR385W	4932.YNL178W
4932.YJL189W	4932.YOR150W
4932.YLR274W	4932.YOR144C
4932.YCR051W	4932.YMR213W
4932.YBL004W	4932.YLR129W
4932.YNL304W	4932.YPR015C
4932.YNL167C	4932.YPR005C
4932.YER122C	4932.YIL112W
4932.YBR028C	4932.YPL239W
4932.YCL054W	4932.YDL031W
4932.YIR001C	4932.YOL041C
4932.YDL102W	4932.YDR419W
4932.YDR172W	4932.YHL001W
4932.YDL192W	4932.YNL167C
4932.YDR451C	4932.YPL150W
4932.YNL284C	4932.YOR234C
4932.YLL045C	4932.YMR121C
4932.YIL153W	4932.YPR119W
4932.YMR308C	4932.YOR373W
4932.YJR135C	4932.YMR117C
4932.YIL001W	4932.YPR013C
4932.YDR098C-A	4932.YDR170W-A
4932.YBL088C	4932.YCR014C
4932.YAL019W	4932.YJL081C
4932.YFL005W	4932.YJL085W
4932.YHR121W	4932.YPR175W
4932.YDR385W	4932.YEL030W
4932.YIL044C	4932.YKL203C
4932.YAL010C	4932.YOL009C
4932.YPL122C	4932.YPR025C
4932.YGR252W	4932.YNL031C
4932.YDR253C	4932.YMR033W
4932.YDL134C	4932.YPL038W
4932.YDL188C	4932.YGR188C
4932.Q0130	4932.YLR295C
4932.YGL048C	4932.YGR133W
4932.YER074W	4932.YNR054C
4932.YLR147C	4932.YOL041C
4932.YDL083C	4932.YOR396W
4932.YBR028C	4932.YBR082C
4932.YDR216W	4932.YGR233C
4932.YIL021W	4932.YPL165C
4932.YGR162W	4932.YIR001C
4932.YBL019W	4932.YER041W
4932.YDR500C	4932.YNL185C
4932.YDR406W	4932.YNL317W
4932.YCR051W	4932.YDL155W
4932.YDR097C	4932.YMR190C
4932.YDL048C	4932.YJL105W
4932.YJL115W	4932.YKL064W
4932.YDR311W	4932.YKR094C
4932.YCR084C	4932.YKR017C
4932.YPL106C	4932.YPL213W
4932.YDR337W	4932.YNL005C
4932.YDL048C	4932.YGR123C
4932.YDL083C	4932.YMR286W
4932.YDR122W	4932.YJL141C
4932.YDR064W	4932.YPL131W
4932.YIL001W	4932.YKR099W
4932.YGL147C	4932.YNL137C
4932.YML063W	4932.YMR309C
4932.YBR055C	4932.YOR133W
4932.YMR213W	4932.YPL283C
4932.YLR441C	4932.YPL212C
4932.YHR067W	4932.YHR146W
4932.YHL027W	4932.YIL035C
4932.YLR048W	4932.YLR061W
4932.YER117W	4932.YGR148C
4932.YER103W	4932.YLR369W
4932.YBR160W	4932.YGR233C
4932.YGR028W	4932.YKL145W
4932.YDR195W	4932.YML016C
4932.YKL049C	4932.YPL001W
